CVEID,CWEID,VulnerabilityType,AttackPattern,Report
CVE-2001-0530,['NVD-CWE-Other'],[''],[],Spearhead NetGAP 200 and 300 before build 78 allow a remote attacker to bypass file blocking and content inspection via specially encoded URLs which include '%' characters.
CVE-2001-0533,['NVD-CWE-Other'],[''],[],Buffer overflow in libi18n library in IBM AIX 5.1 and 4.3.x allows local users to gain root privileges via a long LANG environmental variable.
CVE-2001-0534,['NVD-CWE-Other'],[''],[],Multiple buffer overflows in RADIUS daemon radiusd in (1) Merit 3.6b and (2) Lucent 2.1-2 RADIUS allow remote attackers to cause a denial of service or execute arbitrary commands.
CVE-2001-0535,['NVD-CWE-Other'],[''],[],"Example applications (Exampleapps) in ColdFusion Server 4.x do not properly restrict prevent access from outside the local host's domain, which allows remote attackers to conduct upload, read, or execute files by spoofing the ""HTTP Host"" (CGI.Host) variable in (1) the ""Web Publish"" example script, and (2) the ""Email"" example script."
CVE-2001-0537,['CWE-287'],['Improper Authentication'],"['CAPEC-114', 'CAPEC-115', 'CAPEC-151', 'CAPEC-194', 'CAPEC-22', 'CAPEC-57', 'CAPEC-593', 'CAPEC-633', 'CAPEC-650', 'CAPEC-94']","HTTP server for Cisco IOS 11.3 to 12.2 allows attackers to bypass authentication and execute arbitrary commands, when local authorization is being used, by specifying a high access level in the URL."
CVE-2001-0538,['NVD-CWE-Other'],[''],[],Microsoft Outlook View ActiveX Control in Microsoft Outlook 2002 and earlier allows remote attackers to execute arbitrary commands via a malicious HTML e-mail message or web page.
CVE-2001-0540,['NVD-CWE-Other'],[''],[],Memory leak in Terminal servers in Windows NT and Windows 2000 allows remote attackers to cause a denial of service (memory exhaustion) via a large number of malformed Remote Desktop Protocol (RDP) requests to port 3389.
CVE-2001-0541,['NVD-CWE-Other'],[''],[],Buffer overflow in Microsoft Windows Media Player 7.1 and earlier allows remote attackers to execute arbitrary commands via a malformed Windows Media Station (.NSC) file.
CVE-2001-0542,['NVD-CWE-Other'],[''],[],"Buffer overflows in Microsoft SQL Server 7.0 and 2000 allow attackers with access to SQL Server to execute arbitrary code through the functions (1) raiserror, (2) formatmessage, or (3) xp_sprintf.  NOTE: the C runtime format string vulnerability reported in MS01-060 is identified by CVE-2001-0879."
CVE-2001-0543,['CWE-401'],['Missing Release of Memory after Effective Lifetime'],[],Memory leak in NNTP service in Windows NT 4.0 and Windows 2000 allows remote attackers to cause a denial of service (memory exhaustion) via a large number of malformed posts.
CVE-2001-0544,['NVD-CWE-Other'],[''],[],"IIS 5.0 allows local users to cause a denial of service (hang) via by installing content that produces a certain invalid MIME Content-Type header, which corrupts the File Type table."
CVE-2001-0545,['NVD-CWE-Other'],[''],[],IIS 4.0 with URL redirection enabled allows remote attackers to cause a denial of service (crash) via a malformed request that specifies a length that is different than the actual length.
CVE-2001-0546,['NVD-CWE-Other'],[''],[],Memory leak in H.323 Gatekeeper Service in Microsoft Internet Security and Acceleration (ISA) Server 2000 allows remote attackers to cause a denial of service (resource exhaustion) via a large amount of malformed H.323 data.
CVE-2001-0547,['NVD-CWE-Other'],[''],[],Memory leak in the proxy service in Microsoft Internet Security and Acceleration (ISA) Server 2000 allows local attackers to cause a denial of service (resource exhaustion).
CVE-2001-0548,['NVD-CWE-Other'],[''],[],Buffer overflow in dtmail in Solaris 2.6 and 7 allows local users to gain privileges via the MAIL environment variable.
CVE-2001-0549,['NVD-CWE-Other'],[''],[],"Symantec LiveUpdate 1.5 stores proxy passwords in cleartext in a registry key, which could allow local users to obtain the passwords."
CVE-2001-0550,['NVD-CWE-Other'],[''],[],"wu-ftpd 2.6.1 allows remote attackers to execute arbitrary commands via a ""~{"" argument to commands such as CWD, which is not properly handled by the glob function (ftpglob)."
CVE-2001-0551,['NVD-CWE-Other'],[''],[],Buffer overflow in CDE Print Viewer (dtprintinfo) allows local users to execute arbitrary code by copying text from the clipboard into the Help window.
CVE-2001-0552,['NVD-CWE-Other'],[''],[],ovactiond in HP OpenView Network Node Manager (NNM) 6.1 and Tivoli Netview 5.x and 6.x allows remote attackers to execute arbitrary commands via shell metacharacters in a certain SNMP trap message.
CVE-2001-0553,['NVD-CWE-Other'],[''],[],"SSH Secure Shell 3.0.0 on Unix systems does not properly perform password authentication to the sshd2 daemon, which allows local users to gain access to accounts with short password fields, such as locked accounts that use ""NP"" in the password field."
CVE-2001-0554,['NVD-CWE-Other'],[''],[],"Buffer overflow in BSD-based telnetd telnet daemon on various operating systems allows remote attackers to execute arbitrary commands via a set of options including AYT (Are You There), which is not properly handled by the telrcv function."
CVE-2001-0555,['NVD-CWE-Other'],[''],[],ScreamingMedia SITEWare versions 2.5 through 3.1 allows a remote attacker to read world-readable files via a ..  (dot dot) attack through (1) the SITEWare Editor's Desktop or (2) the template parameter in SWEditServlet.
CVE-2001-0556,['NVD-CWE-Other'],[''],[],The Nirvana Editor (NEdit) 5.1.1 and earlier allows a local attacker to overwrite other users' files via a symlink attack on (1) backup files or (2) temporary files used when nedit prints a file or portions of a file.
CVE-2001-0557,['NVD-CWE-Other'],[''],[],T. Hauck Jana Webserver 1.46 and earlier allows a remote attacker to view arbitrary files via a '..' (dot dot) attack which is URL encoded (%2e%2e).
CVE-2001-0558,['NVD-CWE-Other'],[''],[],T. Hauck Jana Webserver 2.01 beta 1 and earlier allows a remote attacker to create a denial of service via a URL request which includes a MS-DOS device name (i.e. GET /aux HTTP/1.0).
CVE-2001-0559,['NVD-CWE-Other'],[''],[],"crontab in Vixie cron 3.0.1 and earlier does not properly drop privileges after the failed parsing of a modification operation, which could allow a local attacker to gain additional privileges when an editor is called to correct the error."
CVE-2001-0560,['NVD-CWE-Other'],[''],[],Buffer overflow in Vixie cron 3.0.1-56 and earlier could allow a local attacker to gain additional privileges via a long username (> 20 characters).
CVE-2001-0561,['NVD-CWE-Other'],[''],[],"Directory traversal vulnerability in Drummond Miles A1Stats prior to 1.6 allows a remote attacker to read arbitrary files via a '..' (dot dot) attack in (1) a1disp2.cgi, (2) a1disp3.cgi, or (3) a1disp4.cgi."
CVE-2001-0562,['NVD-CWE-Other'],[''],[],a1disp.cgi program in Drummond Miles A1Stats prior to 1.6 allows a remote attacker to execute commands via a specially crafted URL which includes shell metacharacters.
CVE-2001-0563,['NVD-CWE-Other'],[''],[],ElectroSystems Engineering Inc. ElectroComm 2.0 and earlier allows a remote attacker to create a denial of service via large (> 160000 character) strings sent to port 23.
CVE-2001-0564,['NVD-CWE-Other'],[''],[],"APC Web/SNMP Management Card prior to Firmware 310 only supports one telnet connection, which allows a remote attacker to create a denial of service via repeated failed logon attempts which temporarily locks the card."
CVE-2001-0565,['NVD-CWE-Other'],[''],[],Buffer overflow in mailx in Solaris 8 and earlier allows a local attacker to gain additional privileges via a long '-F' command line option.
CVE-2001-0566,['CWE-20'],['Improper Input Validation'],"['CAPEC-10', 'CAPEC-101', 'CAPEC-104', 'CAPEC-108', 'CAPEC-109', 'CAPEC-110', 'CAPEC-120', 'CAPEC-13', 'CAPEC-135', 'CAPEC-136', 'CAPEC-14', 'CAPEC-153', 'CAPEC-182', 'CAPEC-209', 'CAPEC-22', 'CAPEC-23', 'CAPEC-230', 'CAPEC-231', 'CAPEC-24', 'CAPEC-250', 'CAPEC-261', 'CAPEC-267', 'CAPEC-28', 'CAPEC-3', 'CAPEC-31', 'CAPEC-42', 'CAPEC-43', 'CAPEC-45', 'CAPEC-46', 'CAPEC-47', 'CAPEC-473', 'CAPEC-52', 'CAPEC-53', 'CAPEC-588', 'CAPEC-63', 'CAPEC-64', 'CAPEC-664', 'CAPEC-67', 'CAPEC-7', 'CAPEC-71', 'CAPEC-72', 'CAPEC-73', 'CAPEC-78', 'CAPEC-79', 'CAPEC-8', 'CAPEC-80', 'CAPEC-81', 'CAPEC-83', 'CAPEC-85', 'CAPEC-88', 'CAPEC-9']",Cisco Catalyst 2900XL switch allows a remote attacker to create a denial of service via an empty UDP packet sent to port 161 (SNMP) when SNMP  is disabled.
CVE-2001-0567,['NVD-CWE-Other'],[''],[],Digital Creations Zope 2.3.2 and earlier allows a local attacker to gain additional privileges via the changing of ZClass permission mappings for objects and methods in the ZClass.
CVE-2001-0568,['NVD-CWE-Other'],[''],[],Digital Creations Zope 2.3.1 b1 and earlier allows a local attacker (Zope user) with through-the-web scripting capabilities to alter ZClasses class attributes.
CVE-2001-0569,['NVD-CWE-Other'],[''],[],"Digital Creations Zope 2.3.1 b1 and earlier contains a problem in the method return values related to the classes (1) ObjectManager, (2) PropertyManager, and (3) PropertySheet."
CVE-2001-0570,['NVD-CWE-Other'],[''],[],minicom 1.83.1 and earlier allows a local attacker to gain additional privileges via numerous format string attacks.
CVE-2001-0571,['NVD-CWE-Other'],[''],[],Directory traversal vulnerability in the web server for (1) Elron Internet Manager (IM) Message Inspector and (2) Anti-Virus before 3.0.4 allows remote attackers to read arbitrary files via a .. (dot dot) in the requested URL.
CVE-2001-0572,['NVD-CWE-Other'],[''],[],"The SSH protocols 1 and 2 (aka SSH-2) as implemented in OpenSSH and other packages have various weaknesses which can allow a remote attacker to obtain the following information via sniffing: (1) password lengths or ranges of lengths, which simplifies brute force password guessing, (2) whether RSA or DSA authentication is being used, (3) the number of authorized_keys in RSA authentication, or (4) the lengths of shell commands."
CVE-2001-0573,['NVD-CWE-Other'],[''],[],"lsfs in AIX 4.x allows a local user to gain additional privileges by creating Trojan horse programs named (1) grep or (2) lslv in a certain directory that is under the user's control, which cause lsfs to access the programs in that directory."
CVE-2001-0574,['NVD-CWE-Other'],[''],[],Directory traversal vulnerability in MP3Mystic prior to 1.04b3 allows a remote attacker to download arbitrary files via a '..' (dot dot) in the URL.
CVE-2001-0575,['NVD-CWE-Other'],[''],[],Buffer overflow in lpshut in SCO OpenServer 5.0.6 can allow a local attacker to gain additional privileges via a long first argument to lpshut.
CVE-2001-0576,['CWE-119'],['Improper Restriction of Operations within the Bounds of a Memory Buffer'],"['CAPEC-10', 'CAPEC-100', 'CAPEC-123', 'CAPEC-14', 'CAPEC-24', 'CAPEC-42', 'CAPEC-44', 'CAPEC-45', 'CAPEC-46', 'CAPEC-47', 'CAPEC-8', 'CAPEC-9']",lpusers as included with SCO OpenServer 5.0 through 5.0.6 allows a  local attacker to gain additional privileges via a buffer overflow attack in the '-u' command line parameter.
CVE-2001-0577,['NVD-CWE-Other'],[''],[],recon in SCO OpenServer 5.0 through 5.0.6 can allow a local attacker to gain additional privileges via a buffer overflow attack in the first command line argument.
CVE-2001-0578,['NVD-CWE-Other'],[''],[],Buffer overflow in lpforms in SCO OpenServer 5.0-5.0.6 can allow a local attacker to gain additional privileges via a long first argument to the lpforms command.
CVE-2001-0579,['NVD-CWE-Other'],[''],[],lpadmin in SCO OpenServer 5.0.6 can allow a local attacker to gain additional privileges via a buffer overflow attack in the first argument to the command.
CVE-2001-0580,['NVD-CWE-Other'],[''],[],"Hughes Technologies Virtual DNS (VDNS) Server 1.0 allows a remote attacker to create a denial of service by connecting to port 6070, sending some data, and closing the connection."
CVE-2001-0581,['NVD-CWE-Other'],[''],[],Spytech Spynet Chat Server 6.5 allows a remote attacker to create a denial of service (crash) via a large number of connections to port 6387.
CVE-2001-0582,['NVD-CWE-Other'],[''],[],"Ben Spink CrushFTP FTP Server 2.1.6 and earlier allows a local attacker to access arbitrary files via a '..' (dot dot) attack, or variations, in (1) GET, (2) CD, (3) NLST, (4) SIZE, (5) RETR."
CVE-2001-0583,['NVD-CWE-Other'],[''],[],"Alt-N Technologies MDaemon 3.5.4 allows a remote attacker to create a denial of service via the URL request of a MS-DOS device (such as GET /aux) to (1) the Worldclient service at port 3000, or (2) the Webconfig service at port 3001."
CVE-2001-0584,['NVD-CWE-Other'],[''],[],IMAP server in Alt-N Technologies MDaemon 3.5.6 allows a local user to cause a denial of service (hang) via long (1) SELECT or (2) EXAMINE commands.
CVE-2001-0585,['NVD-CWE-Other'],[''],[],Gordano NTMail 6.0.3c allows a remote attacker to create a denial of service via a long (>= 255 characters) URL request to port 8000 or port 9000.
CVE-2001-0586,['NVD-CWE-Other'],[''],[],TrendMicro ScanMail for Exchange 3.5 Evaluation allows a local attacker to recover the administrative credentials for ScanMail via a combination of unprotected registry keys and weakly encrypted passwords.
